4410.000000,3150.000000,2450.000000,1050.000000,51.000000
5512.000000,4410.000000,2450.000000,1696.000000,55.000000
4410.000000,3150.000000,2450.000000,1696.000000,400.000000
4410.000000,3150.000000,2450.000000,1696.000000,212.000000
4410.000000,3150.000000,2450.000000,1696.000000,344.000000
4410.000000,3150.000000,1696.000000,1575.000000,329.000000
4410.000000,3150.000000,1696.000000,1160.000000,450.000000
5512.000000,4410.000000,3150.000000,1696.000000,52.000000
5512.000000,4410.000000,3150.000000,1696.000000,450.000000
5512.000000,4410.000000,3675.000000,1470.000000,58.000000
4410.000000,3675.000000,3150.000000,1297.000000,214.000000
5512.000000,2756.000000,2450.000000,1378.000000,355.000000
5512.000000,4410.000000,2004.000000,1225.000000,212.000000
5512.000000,4410.000000,2450.000000,1696.000000,479.000000
5512.000000,4410.000000,3150.000000,2450.000000,51.000000
5512.000000,4410.000000,2756.000000,2450.000000,479.000000
5512.000000,4410.000000,2450.000000,1297.000000,490.000000
5512.000000,4410.000000,2450.000000,2004.000000,151.000000
5512.000000,4410.000000,2004.000000,1297.000000,416.000000
5512.000000,4410.000000,2004.000000,1696.000000,51.000000
5512.000000,4410.000000,1696.000000,1297.000000,501.000000
5512.000000,4410.000000,2756.000000,1696.000000,54.000000
5512.000000,4410.000000,3675.000000,1297.000000,424.000000
5512.000000,3150.000000,2004.000000,1696.000000,50.000000
5512.000000,4410.000000,1696.000000,1470.000000,92.000000
5512.000000,1696.000000,1378.000000,1102.000000,501.000000
5512.000000,4410.000000,1696.000000,1378.000000,501.000000
4410.000000,1696.000000,1378.000000,1102.000000,416.000000
4410.000000,2004.000000,1696.000000,1297.000000,339.000000
4410.000000,2004.000000,1378.000000,1297.000000,479.000000
4410.000000,1837.000000,1378.000000,1297.000000,479.000000
4410.000000,2450.000000,1837.000000,1378.000000,355.000000
5512.000000,3150.000000,1297.000000,1225.000000,469.000000
5512.000000,4410.000000,3150.000000,2450.000000,501.000000
5512.000000,4410.000000,3675.000000,2756.000000,52.000000
5512.000000,3150.000000,2450.000000,1696.000000,450.000000
5512.000000,4410.000000,2450.000000,1837.000000,66.000000
5512.000000,4410.000000,2205.000000,1050.000000,66.000000
5512.000000,4410.000000,2205.000000,1191.000000,52.000000
5512.000000,2205.000000,1260.000000,1191.000000,67.000000
5512.000000,3150.000000,1260.000000,1191.000000,66.000000
5512.000000,3150.000000,1260.000000,1191.000000,67.000000
5512.000000,3150.000000,1297.000000,1191.000000,67.000000
4410.000000,3150.000000,2004.000000,1470.000000,117.000000
3675.000000,3150.000000,2450.000000,2004.000000,50.000000
3150.000000,2756.000000,2450.000000,1422.000000,315.000000
3675.000000,3150.000000,2756.000000,2450.000000,367.000000
4410.000000,3675.000000,3150.000000,2756.000000,319.000000
3675.000000,3150.000000,2756.000000,1520.000000,186.000000
3150.000000,2756.000000,1520.000000,1297.000000,380.000000
3150.000000,1520.000000,1297.000000,1225.000000,175.000000
3675.000000,3150.000000,1520.000000,1160.000000,355.000000
4410.000000,3150.000000,1520.000000,1297.000000,302.000000
3150.000000,2450.000000,1520.000000,1297.000000,329.000000
3150.000000,2450.000000,1520.000000,1297.000000,424.000000
3150.000000,2450.000000,1297.000000,1160.000000,319.000000
3150.000000,2756.000000,2450.000000,1378.000000,432.000000
3150.000000,2450.000000,1160.000000,1130.000000,459.000000
3150.000000,2450.000000,1297.000000,1160.000000,227.000000
3150.000000,2450.000000,2205.000000,1130.000000,416.000000
3150.000000,2450.000000,2004.000000,1160.000000,432.000000
2756.000000,2450.000000,2205.000000,2004.000000,490.000000
3675.000000,1837.000000,1470.000000,1050.000000,416.000000
5512.000000,3675.000000,1160.000000,1050.000000,206.000000
5512.000000,2450.000000,2004.000000,1160.000000,490.000000
4410.000000,2004.000000,1696.000000,1050.000000,183.000000
4410.000000,3150.000000,2004.000000,1297.000000,380.000000
5512.000000,4410.000000,2450.000000,2004.000000,53.000000
4410.000000,3150.000000,2004.000000,1378.000000,464.000000
5512.000000,4410.000000,2450.000000,1050.000000,50.000000
5512.000000,4410.000000,2004.000000,1160.000000,450.000000
4410.000000,3150.000000,1160.000000,1102.000000,51.000000
4410.000000,3150.000000,2004.000000,1050.000000,490.000000
5512.000000,4410.000000,3150.000000,2004.000000,380.000000
4410.000000,2004.000000,1696.000000,1160.000000,459.000000
4410.000000,3675.000000,2004.000000,1696.000000,50.000000
5512.000000,4410.000000,3150.000000,2004.000000,290.000000
4410.000000,3150.000000,1696.000000,1470.000000,290.000000
4410.000000,2450.000000,2205.000000,1696.000000,441.000000
5512.000000,4410.000000,1837.000000,1696.000000,459.000000
5512.000000,4410.000000,1696.000000,1378.000000,432.000000
5512.000000,4410.000000,2205.000000,1696.000000,501.000000
5512.000000,4410.000000,1696.000000,1160.000000,202.000000
5512.000000,4410.000000,2004.000000,1696.000000,367.000000
5512.000000,4410.000000,2004.000000,1696.000000,400.000000
5512.000000,4410.000000,1696.000000,1225.000000,55.000000
5512.000000,2004.000000,1837.000000,1696.000000,157.000000
5512.000000,4410.000000,1837.000000,1696.000000,59.000000
5512.000000,4410.000000,1575.000000,1470.000000,432.000000
5512.000000,4410.000000,3675.000000,1575.000000,490.000000
5512.000000,4410.000000,1470.000000,1297.000000,344.000000
4410.000000,1696.000000,1633.000000,1297.000000,52.000000
4410.000000,2205.000000,1696.000000,1470.000000,490.000000
4410.000000,3675.000000,1633.000000,1470.000000,416.000000
2205.000000,1696.000000,1470.000000,1378.000000,78.000000
2450.000000,1696.000000,1575.000000,1470.000000,416.000000
4410.000000,2205.000000,1696.000000,1378.000000,86.000000
4410.000000,2450.000000,1696.000000,1378.000000,416.000000
4410.000000,2450.000000,1696.000000,1378.000000,416.000000
4410.000000,3150.000000,1696.000000,1378.000000,469.000000
5512.000000,4410.000000,1470.000000,1160.000000,147.000000
5512.000000,4410.000000,3150.000000,2450.000000,450.000000
5512.000000,4410.000000,2450.000000,1470.000000,479.000000
4410.000000,2450.000000,1696.000000,1470.000000,367.000000
5512.000000,3150.000000,2450.000000,1470.000000,459.000000
4410.000000,3150.000000,2450.000000,1470.000000,490.000000
5512.000000,4410.000000,2450.000000,1575.000000,490.000000
4410.000000,2450.000000,1696.000000,1470.000000,367.000000
4410.000000,3150.000000,1470.000000,1050.000000,256.000000
5512.000000,4410.000000,1696.000000,1050.000000,344.000000
